0,79.8748902,6.8177038
1,79.8674039,6.8325654
2,79.8658922,6.8513543
3,79.8661687,6.9095744
4,79.8718756,6.9094372
5,79.8768006,6.9093214
6,79.8735096,6.9055931
7,79.8727632,6.897361
8,79.871973,6.8970407
9,79.8709911,6.8942231
10,79.8698956,6.8928507
11,79.8706785,6.8939122
12,79.8684202,6.8914588
13,79.8671649,6.8914595
14,79.8653427,6.89057
15,79.8644151,6.8904705
16,79.8612307,6.8872639
17,79.862903,6.8877677
18,79.8616799,6.8873923
19,79.860041,6.8789741
20,79.8594086,6.8808924
21,79.8619215,6.8719329
22,79.8617304,6.8729682
23,79.8625415,6.8685626
24,79.863849,6.8624205
25,79.8635716,6.8637897
26,79.8634521,6.864334
27,79.8641275,6.8611515
28,79.8652974,6.8560509
29,79.8657266,6.8537288
30,79.8660649,6.8513638
31,79.866065,6.8475213
32,79.8658625,6.9091263
33,79.8809036,6.8127678
34,79.8867514,6.8045981
35,79.8770052,6.8497249
36,79.8611248,6.8831916
37,79.8782018,6.9437919
38,79.8784723,6.9503707
39,79.8664872,6.8719104
40,79.8607771,6.9093155
41,79.8561447,6.9119194
42,79.877158,6.8970051
43,79.8423036,6.9313405
44,79.8420712,6.9313281
45,79.8427984,6.9314707
46,79.8499246,6.9341729
47,79.851246,6.9344304
48,79.8525411,6.9348546
49,79.8537027,6.9349914
50,79.8523695,6.9354215
51,79.8522046,6.9361059
52,79.8519443,6.9372115
53,79.8517489,6.9379582
54,79.8515583,6.9386858
55,79.8513311,6.9390103
56,79.8505318,6.9383393
57,79.8495594,6.9377012
58,79.849626,6.9361795
59,79.8496693,6.9358868
60,79.8509437,6.9356802
61,79.8510862,6.9349369
62,79.8533569,6.9356994
63,79.8533792,6.9364386
64,79.853916,6.9364171
65,79.8508339,6.936697
66,79.8507357,6.9374506
67,79.8506501,6.9381051
68,79.849759,6.9352817
69,79.8534327,6.9378896
70,79.854183,6.9365185
71,79.8567445,6.9386981
72,79.8607082,6.9366271
73,79.862564,6.932854
74,79.8567582,6.9395718
75,79.8498698,6.9345363
76,79.8621213,6.9210263
77,79.8614392,6.9187334
78,79.8685945,6.8909537
79,79.8705602,6.8882255
80,79.8709963,6.8864463
81,79.8690207,6.8863378
82,79.8648462,6.9135667
83,79.8649063,6.915367
84,79.8679056,6.9166752
85,79.8688744,6.9164714
86,79.874386,6.9152796
87,79.8712972,6.9185408
88,79.8695903,6.9203054
89,79.8695619,6.9146693
90,79.8709443,6.9115332
91,79.8565775,6.8904453
92,79.853267,6.9068128
93,79.8540581,6.9044214
94,79.8543716,6.9034737
95,79.8548106,6.9021432
96,79.8670263,6.8941787
97,79.8554422,6.9166112
98,79.8530074,6.9211804
99,79.8485771,6.9286979
100,79.848666,6.9287788
101,79.8712801,6.8790407
102,79.8745395,6.8786948
103,79.8794058,6.8775189
104,79.8820071,6.8735434
105,80.0917694,6.8421163
106,80.0918404,6.8429118
107,80.0894192,6.8547472
108,80.1343685,6.9406358
109,80.1209207,6.9335039
110,80.0874153,6.9031208
111,80.0094507,6.844917
112,80.0031116,6.8412318
113,79.9377127,6.8455762
114,79.9197365,6.8518943
115,79.901464,6.8629963
116,79.8966164,6.8651737
117,79.8695224,6.8799225
118,79.8693945,6.879149
119,79.869836,6.8768069
120,79.8702335,6.8757887
121,79.8703281,6.8755048
122,79.8724064,6.8738994
123,79.8726282,6.8738686
124,79.8772044,6.8707849
125,79.8774107,6.8671802
126,79.8773087,6.8665027
127,79.8796729,6.8662203
128,79.8801127,6.8655481
129,79.8811995,6.8634602
130,79.8807517,6.8630239
131,79.8761666,6.8665261
132,79.8466052,6.9210267
133,79.8785244,6.8545197
134,79.8777715,6.8520819
135,79.8777163,6.8514406
136,79.877783,6.8506224
137,79.8776335,6.8496598
138,79.8804521,6.8630805
139,79.8780689,6.8590957
140,79.8660487,6.8490358
141,79.8670829,6.8414574
142,79.8657208,6.8352708
143,79.8673557,6.8339529
144,79.86468,6.8323897
145,79.8643398,6.8316297
146,79.8720379,6.8502961
147,79.8544153,6.8969852
